company,country,category,phrase,count
Coface,England,role_evolution__oversight_language,supervising,1
Coface,France,agentic,ai,2
Coface,France,agentic,agentic ai,1
Coface,France,agentic,agentic,1
Coface,France,agentic,ml,1
Coface,France,automation_not_agentic,ai,2
Coface,France,automation_not_agentic,rules engine,1
Coface,France,automation_not_agentic,ml,1
Coface,France,automation_not_agentic,intelligence artificielle,1
Coface,France,automation_not_agentic,automatisation,1
Coface,France,governance__governance_terms,gdpr,1
Coface,France,maturity__assisted,evaluate,1
Coface,France,maturity__assisted,exploration,1
Coface,France,maturity__augmented,scaling,1
Coface,France,role_evolution__reskilling_culture,change management,1
Coface,France,tech_stack__connectors,api,15
Coface,France,tech_stack__connectors,apis,8
Coface,France,tech_stack__connectors,integration,5
Coface,France,tech_stack__connectors,event-driven,3
Coface,France,tech_stack__connectors,data pipelines,2
Coface,France,tech_stack__connectors,orchestration,2
Coface,France,tech_stack__connectors,kafka,2
Coface,France,tech_stack__connectors,microservices,1
Coface,France,tech_stack__connectors,ipaas,1
Coface,France,tech_stack__governance_layer,observability,2
Coface,bulgaria,maturity__assisted,evaluating,1
Coface,bulgaria,maturity__augmented,expanding,1
Coface,bulgaria,maturity__frontier,end-to-end,2
Coface,croatia,maturity__assisted,evaluation,1
Coface,croatia,role_evolution__reskilling_culture,continuous learning,1
Coface,czechia,automation_not_agentic,ai,4
Coface,czechia,automation_not_agentic,automatizace,1
Coface,germany,maturity__assisted,assess,1
Coface,germany,tech_stack__connectors,integration,1
Coface,lithuania,maturity__augmented,expanding,2
Coface,lithuania,role_evolution__reskilling_culture,upskilling,1
Coface,netherlands,maturity__assisted,assessment,1
Coface,netherlands,maturity__augmented,expand,2
Coface,poland,automation_not_agentic,ki,10
Coface,poland,automation_not_agentic,automation,6
Coface,poland,automation_not_agentic,ai,3
Coface,romania,governance__governance_terms,gdpr,1
Coface,romania,maturity__assisted,testing,3
Coface,romania,maturity__assisted,investigate,2
Coface,romania,maturity__assisted,poc,2
Coface,romania,maturity__assisted,proof of concept,1
Coface,romania,maturity__assisted,assessing,1
Coface,romania,maturity__assisted,evaluating,1
Coface,romania,maturity__augmented,assisting,1
Coface,romania,maturity__augmented,expanding,1
Coface,romania,maturity__frontier,end-to-end,5
Coface,romania,role_evolution__oversight_language,escalate,2
Coface,romania,role_evolution__reskilling_culture,continuous learning,1
Coface,romania,tech_stack__connectors,integration,8
Coface,romania,tech_stack__connectors,apis,5
Coface,romania,tech_stack__connectors,api,4
Coface,romania,tech_stack__connectors,microservices,3
Coface,romania,tech_stack__connectors,integrated,2
Coface,romania,tech_stack__connectors,event-driven,2
Coface,romania,tech_stack__connectors,kafka,2
Coface,romania,tech_stack__connectors,microservice,1
Coface,romania,tech_stack__governance_layer,observability,1
Coface,slovenia,automation_not_agentic,ki,7
Coface,slovenia,maturity__augmented,expand,1
Coface,spain,agentic,ai assistants,2
Coface,spain,agentic,ai,1
Coface,spain,automation_not_agentic,ai,5
Coface,spain,maturity__assisted,assessment,2
Coface,spain,maturity__assisted,exploring,2
Coface,spain,maturity__assisted,assessed,1
Coface,spain,maturity__assisted,evaluation,1
Coface,spain,maturity__assisted,testing,1
Coface,spain,maturity__augmented,assists,1
Coface,spain,maturity__augmented,use cases,1
Coface,spain,role_evolution__reskilling_culture,continuous learning,1
Coface,spain,role_evolution__reskilling_culture,change management,1
Coface,sweden,maturity__augmented,expanding,1
Generali,France,automation_not_agentic,automation,1
Generali,Italy,agentic,ai,84
Generali,Italy,agentic,copilot,21
Generali,Italy,agentic,genai,21
Generali,Italy,agentic,generative ai,18
Generali,Italy,agentic,ml,15
Generali,Italy,agentic,agentic,14
Generali,Italy,agentic,machine learning,13
Generali,Italy,agentic,automation,11
Generali,Italy,agentic,multi-agent,10
Generali,Italy,agentic,intelligenza artificiale,6
Generali,Italy,agentic,algorithms,5
Generali,Italy,agentic,agentic ai,5
Generali,Italy,agentic,computer vision,4
Generali,Italy,agentic,automate,4
Generali,Italy,agentic,artificial intelligence,3
Generali,Italy,agentic,ai agents,3
Generali,Italy,agentic,ai agent,3
Generali,Italy,agentic,nlp,2
Generali,Italy,agentic,large language models,2
Generali,Italy,agentic,multi-agent systems,2
Generali,Italy,agentic,autonomous systems,2
Generali,Italy,agentic,gen-ai,1
Generali,Italy,agentic,agentic workflows,1
Generali,Italy,agentic,intelligent automation,1
Generali,Italy,agentic,automazione,1
Generali,Italy,agentic,natural language processing,1
Generali,Italy,agentic,algorithmic,1
Generali,Italy,agentic,gen ai,1
Generali,Italy,agentic,automation solutions,1
Generali,Italy,automation_not_agentic,ai,266
Generali,Italy,automation_not_agentic,automation,75
Generali,Italy,automation_not_agentic,ml,32
Generali,Italy,automation_not_agentic,automazione,29
Generali,Italy,automation_not_agentic,artificial intelligence,25
Generali,Italy,automation_not_agentic,machine learning,15
Generali,Italy,automation_not_agentic,algorithms,9
Generali,Italy,automation_not_agentic,automated,8
Generali,Italy,automation_not_agentic,intelligenza artificiale,5
Generali,Italy,automation_not_agentic,macro,5
Generali,Italy,automation_not_agentic,automating,4
Generali,Italy,automation_not_agentic,automation solutions,3
Generali,Italy,automation_not_agentic,deep learning,3
Generali,Italy,automation_not_agentic,nlp,3
Generali,Italy,automation_not_agentic,rpa,2
Generali,Italy,automation_not_agentic,predictive models,1
Generali,Italy,automation_not_agentic,automatizzare,1
Generali,Italy,automation_not_agentic,riconoscimento ottico dei caratteri,1
Generali,Italy,automation_not_agentic,ocr,1
Generali,Italy,automation_not_agentic,automate,1
Generali,Italy,automation_not_agentic,ia,1
Generali,Italy,automation_not_agentic,macros,1
Generali,Italy,automation_not_agentic,predictive analytics,1
Generali,Italy,automation_not_agentic,neural networks,1
Generali,Italy,automation_not_agentic,intelligent automation,1
Generali,Italy,automation_not_agentic,algorithmic,1
Generali,Italy,governance__governance_terms,data governance,27
Generali,Italy,governance__governance_terms,transparency,25
Generali,Italy,governance__governance_terms,fairness,18
Generali,Italy,governance__governance_terms,ai governance,5
Generali,Italy,governance__governance_terms,model risk,4
Generali,Italy,governance__governance_terms,ai act,4
Generali,Italy,governance__governance_terms,explainability,3
Generali,Italy,governance__governance_terms,model validation,2
Generali,Italy,governance__governance_terms,responsible ai,2
Generali,Italy,governance__governance_terms,eu ai act,2
Generali,Italy,governance__governance_terms,trustworthy ai,2
Generali,Italy,governance__governance_terms,gdpr,2
Generali,Italy,governance__governance_terms,model risk management,1
Generali,Italy,governance__governance_terms,interpretability,1
Generali,Italy,governance__governance_terms,explainable ai,1
Generali,Italy,maturity__assisted,testing,38
Generali,Italy,maturity__assisted,assessment,23
Generali,Italy,maturity__assisted,evaluation,19
Generali,Italy,maturity__assisted,evaluate,19
Generali,Italy,maturity__assisted,assess,13
Generali,Italy,maturity__assisted,assessing,9
Generali,Italy,maturity__assisted,evaluating,8
Generali,Italy,maturity__assisted,experimentation,4
Generali,Italy,maturity__assisted,experiment,4
Generali,Italy,maturity__assisted,experimenting,2
Generali,Italy,maturity__assisted,experimental,2
Generali,Italy,maturity__assisted,experiments,2
Generali,Italy,maturity__assisted,early stage,2
Generali,Italy,maturity__assisted,exploring,1
Generali,Italy,maturity__assisted,test phase,1
Generali,Italy,maturity__augmented,copilot,21
Generali,Italy,maturity__augmented,use cases,8
Generali,Italy,maturity__augmented,assisting,8
Generali,Italy,maturity__augmented,use case,4
Generali,Italy,maturity__augmented,expansion,3
Generali,Italy,maturity__augmented,scaling,1
Generali,Italy,maturity__augmented,ai-augmented,1
Generali,Italy,maturity__augmented,augmented,1
Generali,Italy,maturity__frontier,end-to-end,32
Generali,Italy,maturity__frontier,autonomously,5
Generali,Italy,maturity__frontier,at scale,5
Generali,Italy,maturity__frontier,autonomous,5
Generali,Italy,maturity__frontier,embedded,3
Generali,Italy,maturity__frontier,across the enterprise,1
Generali,Italy,maturity__frontier,enterprise-wide,1
Generali,Italy,role_evolution__ai_role_titles,data scientists,13
Generali,Italy,role_evolution__ai_role_titles,data scientist,8
Generali,Italy,role_evolution__ai_role_titles,data engineer,7
Generali,Italy,role_evolution__ai_role_titles,mlops,7
Generali,Italy,role_evolution__ai_role_titles,prompt engineering,5
Generali,Italy,role_evolution__ai_role_titles,data engineers,3
Generali,Italy,role_evolution__ai_role_titles,ml engineer,2
Generali,Italy,role_evolution__ai_role_titles,automation engineer,2
Generali,Italy,role_evolution__ai_role_titles,ai architect,2
Generali,Italy,role_evolution__ai_role_titles,automation engineers,2
Generali,Italy,role_evolution__ai_role_titles,ai engineers,1
Generali,Italy,role_evolution__ai_role_titles,ai engineer,1
Generali,Italy,role_evolution__ai_role_titles,machine learning engineer,1
Generali,Italy,role_evolution__ai_role_titles,ai product manager,1
Generali,Italy,role_evolution__ai_role_titles,head of ai,1
Generali,Italy,role_evolution__ai_role_titles,head of artificial intelligence,1
Generali,Italy,role_evolution__ai_role_titles,ml engineers,1
Generali,Italy,role_evolution__ai_role_titles,ai specialist,1
Generali,Italy,role_evolution__ai_role_titles,ml ops,1
Generali,Italy,role_evolution__oversight_language,supervision,9
Generali,Italy,role_evolution__oversight_language,supervising,6
Generali,Italy,role_evolution__oversight_language,escalations,4
Generali,Italy,role_evolution__oversight_language,escalate,4
Generali,Italy,role_evolution__oversight_language,escalation,2
Generali,Italy,role_evolution__oversight_language,exception handling,2
Generali,Italy,role_evolution__oversight_language,monitor ai,1
Generali,Italy,role_evolution__oversight_language,supervise,1
Generali,Italy,role_evolution__oversight_language,supervised,1
Generali,Italy,role_evolution__reskilling_culture,continuous learning,40
Generali,Italy,role_evolution__reskilling_culture,change management,8
Generali,Italy,role_evolution__reskilling_culture,ai enablement,2
Generali,Italy,role_evolution__reskilling_culture,ai adoption,2
Generali,Italy,role_evolution__reskilling_culture,capability building,2
Generali,Italy,role_evolution__reskilling_culture,digital skills,1
Generali,Italy,role_evolution__reskilling_culture,upskill,1
Generali,Italy,tech_stack__agentic_platform,copilot,21
Generali,Italy,tech_stack__agentic_platform,claude,9
Generali,Italy,tech_stack__agentic_platform,github copilot,4
Generali,Italy,tech_stack__agentic_platform,langchain,3
Generali,Italy,tech_stack__agentic_platform,llamaindex,2
Generali,Italy,tech_stack__agentic_platform,microsoft copilot,2
Generali,Italy,tech_stack__agentic_platform,openai,2
Generali,Italy,tech_stack__agentic_platform,gemini,2
Generali,Italy,tech_stack__agentic_platform,hugging face,2
Generali,Italy,tech_stack__agentic_platform,mistral,1
Generali,Italy,tech_stack__agentic_platform,sagemaker,1
Generali,Italy,tech_stack__agentic_platform,azure openai,1
Generali,Italy,tech_stack__agentic_platform,langgraph,1
Generali,Italy,tech_stack__agentic_platform,azure ai,1
Generali,Italy,tech_stack__agentic_platform,databricks,1
Generali,Italy,tech_stack__agentic_platform,anthropic,1
Generali,Italy,tech_stack__agentic_platform,vertex ai,1
Generali,Italy,tech_stack__connectors,integration,46
Generali,Italy,tech_stack__connectors,data pipelines,13
Generali,Italy,tech_stack__connectors,api,11
Generali,Italy,tech_stack__connectors,apis,10
Generali,Italy,tech_stack__connectors,orchestration,6
Generali,Italy,tech_stack__connectors,integrations,6
Generali,Italy,tech_stack__connectors,integrated,6
Generali,Italy,tech_stack__connectors,low-code,5
Generali,Italy,tech_stack__connectors,microservices,5
Generali,Italy,tech_stack__connectors,middleware,4
Generali,Italy,tech_stack__connectors,data pipeline,4
Generali,Italy,tech_stack__connectors,rest api,1
Generali,Italy,tech_stack__connectors,kafka,1
Generali,Italy,tech_stack__connectors,no-code,1
Generali,Italy,tech_stack__governance_layer,observability,15
Generali,Italy,tech_stack__governance_layer,ai observability,2
Generali,Italy,tech_stack__governance_layer,model validation,2
Generali,Italy,tech_stack__governance_layer,explainability tools,1
Generali,Italy,tech_stack__governance_layer,model registry,1
Generali,Italy,tech_stack__governance_layer,ai testing,1
Generali,Luxembourg,automation_not_agentic,automation,1
Generali,Luxembourg,automation_not_agentic,automated,1
Generali,Luxembourg,governance__governance_terms,data governance,1
Generali,Luxembourg,maturity__assisted,assessment,5
Generali,Luxembourg,maturity__assisted,assess,5
Generali,Luxembourg,maturity__assisted,evaluate,1
Generali,Luxembourg,maturity__assisted,assessing,1
Generali,Luxembourg,maturity__assisted,testing,1
Generali,Luxembourg,maturity__frontier,autonomously,2
Generali,Luxembourg,role_evolution__oversight_language,escalation,1
Generali,Luxembourg,role_evolution__oversight_language,escalate,1
Generali,Luxembourg,tech_stack__connectors,integration,1
Gjensidige,Norway,agentic,ai,15
Gjensidige,Norway,agentic,generativ ai,9
Gjensidige,Norway,agentic,ml,5
Gjensidige,Norway,agentic,språkmodeller,5
Gjensidige,Norway,agentic,agentisk,1
Gjensidige,Norway,agentic,automatisering,1
Gjensidige,Norway,automation_not_agentic,ai,37
Gjensidige,Norway,automation_not_agentic,ml,7
Gjensidige,Norway,automation_not_agentic,automatisering,7
Gjensidige,Norway,automation_not_agentic,maskinlæring,3
Gjensidige,Norway,automation_not_agentic,kunstig intelligens,1
Gjensidige,Norway,automation_not_agentic,automation,1
Gjensidige,Norway,maturity__assisted,testing,3
Gjensidige,Norway,role_evolution__ai_role_titles,data scientists,3
Gjensidige,Norway,role_evolution__ai_role_titles,data scientist,3
Gjensidige,Norway,role_evolution__ai_role_titles,ai engineers,2
Gjensidige,Norway,role_evolution__ai_role_titles,ai engineer,2
Gjensidige,Norway,role_evolution__ai_role_titles,ml ops,1
Gjensidige,Norway,role_evolution__ai_role_titles,mlops,1
Gjensidige,Norway,tech_stack__agentic_platform,databricks,5
Gjensidige,Norway,tech_stack__agentic_platform,azure openai,2
Gjensidige,Norway,tech_stack__agentic_platform,langchain,2
Gjensidige,Norway,tech_stack__agentic_platform,langgraph,2
Gjensidige,Norway,tech_stack__agentic_platform,openai,2
Gjensidige,Norway,tech_stack__connectors,kafka,2
Gjensidige,Norway,tech_stack__connectors,api,1
Helvetia Baloise,Belgium,role_evolution__ai_role_titles,data engineers,1
Helvetia Baloise,Switzerland,agentic,agentic,2
Helvetia Baloise,Switzerland,agentic,ki,2
Helvetia Baloise,Switzerland,automation_not_agentic,ai,3
Helvetia Baloise,Switzerland,maturity__assisted,testing,3
Helvetia Baloise,Switzerland,maturity__assisted,evaluation,2
Helvetia Baloise,Switzerland,maturity__assisted,evaluate,1
Helvetia Baloise,Switzerland,maturity__assisted,assess,1
Helvetia Baloise,Switzerland,maturity__augmented,expansion,3
Helvetia Baloise,Switzerland,maturity__frontier,end-to-end,1
Helvetia Baloise,Switzerland,tech_stack__connectors,integration,4
Helvetia Baloise,Switzerland,tech_stack__connectors,apis,3
Helvetia Baloise,Switzerland,tech_stack__connectors,event-driven,2
Helvetia Baloise,Switzerland,tech_stack__connectors,microservice,2
Helvetia Baloise,Switzerland,tech_stack__connectors,microservices,1
Helvetia Baloise,vienna,automation_not_agentic,ki,2
Hiscox,Germany,automation_not_agentic,predictive models,1
Hiscox,Portugal,agentic,ai,3
Hiscox,Portugal,agentic,agentic,2
Hiscox,Portugal,agentic,automation,2
Hiscox,Portugal,agentic,copilot,2
Hiscox,Portugal,automation_not_agentic,automation,14
Hiscox,Portugal,automation_not_agentic,ai,5
Hiscox,Portugal,automation_not_agentic,natural language processing,1
Hiscox,Portugal,governance__governance_terms,data privacy,2
Hiscox,Portugal,governance__governance_terms,transparency,1
Hiscox,Portugal,maturity__assisted,assess,6
Hiscox,Portugal,maturity__assisted,evaluate,5
Hiscox,Portugal,maturity__assisted,testing,3
Hiscox,Portugal,maturity__assisted,assessment,1
Hiscox,Portugal,maturity__assisted,evaluating,1
Hiscox,Portugal,maturity__assisted,evaluation,1
Hiscox,Portugal,maturity__augmented,copilot,4
Hiscox,Portugal,maturity__augmented,assisting,2
Hiscox,Portugal,maturity__augmented,expand,1
Hiscox,Portugal,maturity__frontier,end-to-end,7
Hiscox,Portugal,maturity__frontier,end to end,2
Hiscox,Portugal,maturity__frontier,embedded,2
Hiscox,Portugal,maturity__frontier,across the enterprise,2
Hiscox,Portugal,maturity__frontier,autonomous,1
Hiscox,Portugal,maturity__frontier,enterprise-wide,1
Hiscox,Portugal,role_evolution__ai_role_titles,data engineers,2
Hiscox,Portugal,role_evolution__ai_role_titles,data engineer,2
Hiscox,Portugal,role_evolution__ai_role_titles,data scientists,2
Hiscox,Portugal,role_evolution__ai_role_titles,prompt engineering,2
Hiscox,Portugal,role_evolution__oversight_language,supervision,2
Hiscox,Portugal,role_evolution__oversight_language,supervise,1
Hiscox,Portugal,role_evolution__reskilling_culture,capability building,2
Hiscox,Portugal,role_evolution__reskilling_culture,continuous learning,2
Hiscox,Portugal,role_evolution__reskilling_culture,upskill,2
Hiscox,Portugal,role_evolution__reskilling_culture,change management,1
Hiscox,Portugal,role_evolution__reskilling_culture,upskilling,1
Hiscox,Portugal,role_evolution__reskilling_culture,skilling,1
Hiscox,Portugal,role_evolution__reskilling_culture,new ways of working,1
Hiscox,Portugal,tech_stack__agentic_platform,databricks,5
Hiscox,Portugal,tech_stack__agentic_platform,github copilot,4
Hiscox,Portugal,tech_stack__agentic_platform,copilot,4
Hiscox,Portugal,tech_stack__agentic_platform,claude,2
Hiscox,Portugal,tech_stack__connectors,integration,9
Hiscox,Portugal,tech_stack__connectors,integrations,4
Hiscox,Portugal,tech_stack__connectors,api,3
Hiscox,Portugal,tech_stack__connectors,event-driven,2
Hiscox,Portugal,tech_stack__connectors,data pipeline,2
Hiscox,Portugal,tech_stack__connectors,data pipelines,1
Hiscox,Portugal,tech_stack__connectors,apis,1
Hiscox,Portugal,tech_stack__governance_layer,observability,2
Hiscox,United Kingdom,agentic,ai,11
Hiscox,United Kingdom,agentic,generative ai,4
Hiscox,United Kingdom,agentic,automation,3
Hiscox,United Kingdom,agentic,ml,3
Hiscox,United Kingdom,agentic,copilot,3
Hiscox,United Kingdom,agentic,large language models,2
Hiscox,United Kingdom,agentic,natural language processing,2
Hiscox,United Kingdom,agentic,machine learning,2
Hiscox,United Kingdom,agentic,agentic,2
Hiscox,United Kingdom,agentic,agentic ai,1
Hiscox,United Kingdom,agentic,autonomous systems,1
Hiscox,United Kingdom,agentic,co-pilot,1
Hiscox,United Kingdom,agentic,agentic workflows,1
Hiscox,United Kingdom,agentic,ai agent,1
Hiscox,United Kingdom,agentic,ai agents,1
Hiscox,United Kingdom,automation_not_agentic,ai,40
Hiscox,United Kingdom,automation_not_agentic,machine learning,15
Hiscox,United Kingdom,automation_not_agentic,automation,7
Hiscox,United Kingdom,automation_not_agentic,ml,6
Hiscox,United Kingdom,automation_not_agentic,automate,3
Hiscox,United Kingdom,automation_not_agentic,deep learning,2
Hiscox,United Kingdom,automation_not_agentic,a.i.,2
Hiscox,United Kingdom,automation_not_agentic,workflow automation,1
Hiscox,United Kingdom,governance__governance_terms,ai governance,6
Hiscox,United Kingdom,governance__governance_terms,data governance,5
Hiscox,United Kingdom,governance__governance_terms,data privacy,2
Hiscox,United Kingdom,governance__governance_terms,transparency,1
Hiscox,United Kingdom,governance__governance_terms,privacy by design,1
Hiscox,United Kingdom,governance__governance_terms,auditability,1
Hiscox,United Kingdom,maturity__assisted,testing,5
Hiscox,United Kingdom,maturity__assisted,assessment,5
Hiscox,United Kingdom,maturity__assisted,evaluate,5
Hiscox,United Kingdom,maturity__assisted,experimental,4
Hiscox,United Kingdom,maturity__assisted,assessing,4
Hiscox,United Kingdom,maturity__assisted,evaluation,4
Hiscox,United Kingdom,maturity__assisted,assess,4
Hiscox,United Kingdom,maturity__assisted,investigating,3
Hiscox,United Kingdom,maturity__assisted,evaluating,2
Hiscox,United Kingdom,maturity__assisted,pilot,2
Hiscox,United Kingdom,maturity__assisted,investigate,2
Hiscox,United Kingdom,maturity__assisted,evaluated,1
Hiscox,United Kingdom,maturity__assisted,explore,1
Hiscox,United Kingdom,maturity__assisted,proof of concept,1
Hiscox,United Kingdom,maturity__assisted,poc,1
Hiscox,United Kingdom,maturity__augmented,use cases,7
Hiscox,United Kingdom,maturity__augmented,assisting,6
Hiscox,United Kingdom,maturity__augmented,copilot,3
Hiscox,United Kingdom,maturity__augmented,expansion,2
Hiscox,United Kingdom,maturity__augmented,augmented,1
Hiscox,United Kingdom,maturity__augmented,use case,1
Hiscox,United Kingdom,maturity__frontier,end-to-end,12
Hiscox,United Kingdom,maturity__frontier,embedded,7
Hiscox,United Kingdom,maturity__frontier,end to end,3
Hiscox,United Kingdom,maturity__frontier,embedded across,2
Hiscox,United Kingdom,maturity__frontier,autonomous,2
Hiscox,United Kingdom,role_evolution__ai_role_titles,data scientist,8
Hiscox,United Kingdom,role_evolution__ai_role_titles,data scientists,6
Hiscox,United Kingdom,role_evolution__ai_role_titles,head of data science,4
Hiscox,United Kingdom,role_evolution__ai_role_titles,ml ops,4
Hiscox,United Kingdom,role_evolution__ai_role_titles,machine learning engineer,3
Hiscox,United Kingdom,role_evolution__ai_role_titles,machine learning engineers,2
Hiscox,United Kingdom,role_evolution__ai_role_titles,senior data scientist,2
Hiscox,United Kingdom,role_evolution__ai_role_titles,lead data scientist,2
Hiscox,United Kingdom,role_evolution__ai_role_titles,data engineers,1
Hiscox,United Kingdom,role_evolution__ai_role_titles,ai lead,1
Hiscox,United Kingdom,role_evolution__oversight_language,escalation,4
Hiscox,United Kingdom,role_evolution__oversight_language,supervision,3
Hiscox,United Kingdom,role_evolution__oversight_language,supervise,3
Hiscox,United Kingdom,role_evolution__oversight_language,guardrails,2
Hiscox,United Kingdom,role_evolution__oversight_language,escalations,2
Hiscox,United Kingdom,role_evolution__oversight_language,escalate,1
Hiscox,United Kingdom,role_evolution__reskilling_culture,change management,3
Hiscox,United Kingdom,role_evolution__reskilling_culture,learning and development,2
Hiscox,United Kingdom,role_evolution__reskilling_culture,new ways of working,1
Hiscox,United Kingdom,role_evolution__reskilling_culture,ai adoption,1
Hiscox,United Kingdom,role_evolution__reskilling_culture,continuous learning,1
Hiscox,United Kingdom,tech_stack__agentic_platform,microsoft copilot,3
Hiscox,United Kingdom,tech_stack__agentic_platform,copilot,3
Hiscox,United Kingdom,tech_stack__agentic_platform,databricks,1
Hiscox,United Kingdom,tech_stack__agentic_platform,dataiku,1
Hiscox,United Kingdom,tech_stack__connectors,integrations,5
Hiscox,United Kingdom,tech_stack__connectors,integration,4
Hiscox,United Kingdom,tech_stack__connectors,apis,2
Hiscox,United Kingdom,tech_stack__connectors,connector,1
Hiscox,United Kingdom,tech_stack__connectors,api,1
Hiscox,United Kingdom,tech_stack__connectors,microservices,1
Hiscox,United Kingdom,tech_stack__connectors,data pipelines,1
Hiscox,United Kingdom,tech_stack__core_systems,core systems,1
Hiscox,United Kingdom,tech_stack__governance_layer,model governance,1
Hiscox,United Kingdom,tech_stack__governance_layer,observability,1
Lemonade,Netherlands,automation_not_agentic,ai,20
Lemonade,Netherlands,automation_not_agentic,automation,1
Lemonade,Netherlands,governance__governance_terms,fairness,1
Lemonade,Netherlands,maturity__assisted,exploring,3
Lemonade,Netherlands,maturity__assisted,investigate,1
Lemonade,Netherlands,maturity__augmented,expansion,3
Lemonade,Netherlands,maturity__augmented,use cases,1
Lemonade,Netherlands,maturity__frontier,at scale,2
Lemonade,Netherlands,maturity__frontier,end to end,1
Lemonade,Netherlands,maturity__frontier,autonomous,1
Lemonade,Netherlands,tech_stack__connectors,api,1
Lemonade,Netherlands,tech_stack__connectors,data pipelines,1
Lemonade,Netherlands,tech_stack__connectors,orchestration,1
Lemonade,Netherlands,tech_stack__connectors,microservices,1
Lemonade,Netherlands,tech_stack__connectors,kafka,1
Lemonade,Netherlands,tech_stack__core_systems,core systems,1
Linea Directa Aseguradora,Spain,agentic,ai,6
Linea Directa Aseguradora,Spain,agentic,generative ai,4
Linea Directa Aseguradora,Spain,agentic,artificial intelligence,1
Linea Directa Aseguradora,Spain,agentic,autonomous agent,1
Linea Directa Aseguradora,Spain,agentic,automated,1
Linea Directa Aseguradora,Spain,agentic,ml,1
Linea Directa Aseguradora,Spain,automation_not_agentic,ai,1
Linea Directa Aseguradora,Spain,maturity__assisted,assessment,3
Linea Directa Aseguradora,Spain,maturity__assisted,evaluate,2
Linea Directa Aseguradora,Spain,maturity__assisted,exploration,1
Linea Directa Aseguradora,Spain,maturity__assisted,evaluation,1
Linea Directa Aseguradora,Spain,maturity__frontier,autonomous,1
Linea Directa Aseguradora,Spain,role_evolution__oversight_language,supervision,1
Linea Directa Aseguradora,Spain,role_evolution__reskilling_culture,continuous learning,1
Linea Directa Aseguradora,Spain,tech_stack__connectors,integration,1
Mapfre,Spain,agentic,ia,11
Mapfre,Spain,agentic,ia generativa,8
Mapfre,Spain,agentic,ml,3
Mapfre,Spain,agentic,agentic workflows,1
Mapfre,Spain,agentic,agentic,1
Mapfre,Spain,agentic,automatización,1
Mapfre,Spain,agentic,copilot,1
Mapfre,Spain,automation_not_agentic,ia,11
Mapfre,Spain,automation_not_agentic,automation,9
Mapfre,Spain,automation_not_agentic,automatización,7
Mapfre,Spain,automation_not_agentic,inteligencia artificial,5
Mapfre,Spain,automation_not_agentic,ml,3
Mapfre,Spain,automation_not_agentic,ai,2
Mapfre,Spain,governance__governance_terms,eu ai act,2
Mapfre,Spain,governance__governance_terms,ai act,2
Mapfre,Spain,governance__governance_terms,data governance,1
Mapfre,Spain,governance__governance_terms,gdpr,1
Mapfre,Spain,maturity__assisted,testing,1
Mapfre,Spain,maturity__augmented,copilot,1
Mapfre,Spain,maturity__frontier,end to end,2
Mapfre,Spain,maturity__frontier,end-to-end,1
Mapfre,Spain,role_evolution__ai_role_titles,mlops,2
Mapfre,Spain,role_evolution__ai_role_titles,data scientists,1
Mapfre,Spain,role_evolution__reskilling_culture,change management,1
Mapfre,Spain,tech_stack__agentic_platform,langgraph,1
Mapfre,Spain,tech_stack__agentic_platform,copilot,1
Mapfre,Spain,tech_stack__connectors,apis,5
Mapfre,Spain,tech_stack__connectors,integration,2
Mapfre,Spain,tech_stack__connectors,kafka,1
Mapfre,Spain,tech_stack__connectors,event-driven,1
Marshmallow,Hungary,agentic,ai,4
Marshmallow,Hungary,agentic,agentic ai,1
Marshmallow,Hungary,agentic,agentic,1
Marshmallow,Hungary,agentic,machine learning,1
Marshmallow,Hungary,automation_not_agentic,automation,2
Marshmallow,Hungary,maturity__augmented,scaling,2
Marshmallow,Hungary,maturity__frontier,end-to-end,1
Marshmallow,Hungary,role_evolution__ai_role_titles,data scientists,1
Marshmallow,Hungary,tech_stack__agentic_platform,sagemaker,1
Marshmallow,Hungary,tech_stack__agentic_platform,langchain,1
Marshmallow,Hungary,tech_stack__agentic_platform,claude,1
Marshmallow,Hungary,tech_stack__connectors,orchestration,1
Marshmallow,Hungary,tech_stack__connectors,microservices,1
Marshmallow,Hungary,tech_stack__core_systems,claims management system,2
Marshmallow,United Kingdom,agentic,ai,5
Marshmallow,United Kingdom,agentic,generative ai,4
Marshmallow,United Kingdom,agentic,ml,3
Marshmallow,United Kingdom,agentic,agentic ai,1
Marshmallow,United Kingdom,agentic,agentic,1
Marshmallow,United Kingdom,agentic,automate,1
Marshmallow,United Kingdom,agentic,automation,1
Marshmallow,United Kingdom,automation_not_agentic,ai,10
Marshmallow,United Kingdom,automation_not_agentic,machine learning,5
Marshmallow,United Kingdom,automation_not_agentic,automation,5
Marshmallow,United Kingdom,automation_not_agentic,automate,2
Marshmallow,United Kingdom,automation_not_agentic,automated,1
Marshmallow,United Kingdom,governance__governance_terms,gdpr,4
Marshmallow,United Kingdom,maturity__assisted,experimentation,4
Marshmallow,United Kingdom,maturity__assisted,evaluation,3
Marshmallow,United Kingdom,maturity__assisted,assess,3
Marshmallow,United Kingdom,maturity__assisted,investigate,3
Marshmallow,United Kingdom,maturity__assisted,testing,2
Marshmallow,United Kingdom,maturity__assisted,evaluate,1
Marshmallow,United Kingdom,maturity__assisted,explore,1
Marshmallow,United Kingdom,maturity__assisted,assessment,1
