company,country,region,is_english,job_title,signal_count,distinct_phrases,phrases_found
AXA,France,EU,no,Consultant(e) Indépendant(e) Prévoyance & Patrimoine (F/H) - Dpt 24,0,0,
AXA,France,EU,no,Expert en règlement de sinistres F/H,0,0,
AXA,France,EU,no,Conseiller Commercial (F/H) - CDI - Dpt 73,0,0,
AXA,France,EU,no,Agent Général d'Assurance (F/H) - Indépendant - Dpt 57- Uckange,0,0,
AXA,France,EU,no,Expert en Assurances Collectives (F/H) - Dunkerque 59,0,0,
AXA,France,EU,no,Agent général AXA spécialisé Prévoyance & Patrimoine (F/H) - Indépendant Dpt 87 - Dpt,0,0,
AXA,France,EU,no,Conseiller en indemnisation auto corporel - droit commun (F/H) - Lyon CDD,0,0,
AXA,France,EU,no,Souscripteur risques construction (F/H),0,0,
AXA,France,EU,no,Business Developer (F/H) - CDI - Dpt 78,0,0,
AXA,France,EU,no,Conseiller Commercial (F/H) - CDI - Dpt 52,0,0,
AXA,France,EU,no,Conseiller Commercial (F/H) - ILE D'YEU (85),0,0,
AXA,France,EU,no,MANAGER COMMERCIAL (F/H) - CDI - Dpt 24,0,0,
AXA,France,EU,no,Mandataire d'Assurance (F/H) - Dpt 49,0,0,
AXA,France,EU,no,Conseiller en règlement de sinistres CCAS (F/H),0,0,
AXA,France,EU,no,Technicien de récupérations financières - CDD,0,0,
AXA,France,EU,unknown,AXA Health Business - Life and Health Actuary (F/M),4,3,assess; autonomous; explore
AXA,France,EU,no,Entrepreneur en Gestion de Patrimoine (F/H) - Dpt 59,0,0,
AXA,France,EU,no,Souscripteur Lignes Financières F/H - CDD,0,0,
AXA,France,EU,no,Conseiller Commercial (F/H) - CDI - Dpt 06,0,0,
AXA,France,EU,no,Entrepreneur en Gestion de Patrimoine (F/H) - Dpt 26,0,0,
AXA,France,EU,no,Conseiller Commercial (F/H) - CDI - Dpt 08,0,0,
AXA,France,EU,no,Entrepreneur en Gestion de Patrimoine (F/H) - 74,0,0,
AXA,France,EU,no,Agent Général d'Assurance (F/H) - Indépendant - Dpt 55- Verdun-Etain,0,0,
AXA,France,EU,no,Technicien de récupérations financières F/H,0,0,
AXA,France,EU,no,Chargé d'accompagnement et d'acculturation IA - F/H  - CDD MARSEILLE,7,2,ia; intelligence artificielle
AXA,France,EU,no,Mandataire d'Assurance (F/H) - Dpt 63,0,0,
AXA,France,EU,no,Réfèrent technique Recours Auto F/H,0,0,
AXA,France,EU,no,Business developer itinérant (F/H) - CDI - Gironde et rive droite 33,0,0,
AXA,France,EU,no,Conseiller Commercial (F/H) - Dpt 86,0,0,
AXA,France,EU,no,Entrepreneur en Gestion de Patrimoine (F/H) - Dpt 68,0,0,
AXA,France,EU,no,Entrepreneur AXA spécialisé en Prévoyance et Patrimoine  - Dpt Tarn et Garonne 82,0,0,
AXA,France,EU,no,Conseiller Commercial (F/H) - CDI - MONTARGIS,0,0,
AXA,France,EU,no,Entrepreneur en Gestion de Patrimoine (F/H) - Dpt 80,0,0,
AXA,France,EU,no,Conseiller en Indemnisation Corporel - (F/H),0,0,
AXA,France,EU,no,Entrepreneur en gestion de patrimoine (F/H) - Dpt 36,0,0,
AXA,France,EU,no,Mandataire d'Assurance (F/H) - Dpt 34,0,0,
AXA,France,EU,no,F/H - Mandataire AXA Epargne et Protection (activité complémentaire ou temps complet) - Paris/IDF,0,0,
AXA,France,EU,no,Entrepreneur en Gestion de Patrimoine (F/H) - Dpt 08,0,0,
AXA,France,EU,no,Rédacteur souscription - CDD (F/H),0,0,
AXA,France,EU,no,Chargé de communication AXA Atout Cœur (F/H) alternance,0,0,
AXA,France,EU,no,Mandataire d'Assurance (F/H) - Indépendant - Dpt 05,0,0,
AXA,France,EU,no,Entrepreneur en gestion de patrimoine (F/H) - Dpt 22,0,0,
AXA,France,EU,no,Gestionnaire production dommages aux biens grands comptes F/H,0,0,
AXA,France,EU,no,Consultant Cyber Sécurité ISP (F/H),0,0,
AXA,France,EU,no,Entrepreneur en Gestion de Patrimoine (F/H) - Dpt 02,0,0,
AXA,France,EU,no,Entrepreneur en Gestion de Patrimoine (F/H) - Dpt 57,0,0,
AXA,France,EU,no,Responsable de développement Commercial  CDI  Dordogne,0,0,
AXA,France,EU,no,Commercial Terrain - Conquête BtoC et Professionnels (F/H) - CDI - Dpt 75,0,0,
AXA,France,EU,no,Entrepreneur en gestion de patrimoine (F/H) - Dpt 37,0,0,
AXA,France,EU,no,Souscripteur construction (F/H),0,0,
AXA,France,EU,no,Gestionnaire sinistres recours auto IRSA - (F/M) - CDI Lyon,0,0,
AXA,France,EU,no,Conseiller Régleur Technicien Sin Auto,0,0,
AXA,France,EU,no,Mandataire d'Assurance (F/H) - Dpt 03,0,0,
AXA,France,EU,no,Conseiller Commercial (F/H) - CDI - Dpt 62 Saint Omer,0,0,
AXA,France,EU,no,Expert en Règlement de Sinistres RC Corporel F/H,1,1,pilot
AXA,France,EU,no,Assistant chef de projet IA et Automatisation Documentaire (F/H) - Stage,6,4,automatisation; human-in-the-loop; ia; supervision
AXA,France,EU,no,Agent général AXA Prévoyance & Patrimoine (F/H) - Nantes,0,0,
AXA,France,EU,no,Souscripteur construction F/H,0,0,
AXA,France,EU,no,Conseiller Commercial (F/H) - CDI - Epinal,0,0,
AXA,France,EU,no,Conseiller Commercial (F/H) - CDI - Vesoul (70),0,0,
AXA,France,EU,no,Architecte d'entreprise : métier assurance F/H,3,3,agentic; data governance; ia
AXA,France,EU,no,Agent Général d'Assurance (F/H) - Indépendant - Dpt 62 VALENCIENNES,0,0,
AXA,France,EU,no,Agent Général d'Assurance (F/H) - Indépendant - Dpt 80 SOMME,0,0,
AXA,France,EU,no,Conseiller Commercial (F/H) - CDI - Dpt 02 Saint-Quentin,0,0,
AXA,France,EU,no,Agent spécialisé en Assurances Collectives (F/H) - Dpt37,0,0,
AXA,France,EU,no,Conseiller Commercial (F/H) - CDI - Dieuze,0,0,
AXA,France,EU,no,Assistant Support Commercial Santé Prévoyance - CDD 4 mois F/H,0,0,
AXA,France,EU,no,Agent général AXA Prévoyance & Patrimoine (F/H) - Les Sables-d'Olonnes,0,0,
AXA,France,EU,no,Responsable Commercial (F/H) - CDI - Dpt 92,0,0,
AXA,France,EU,no,Agent Général d'Assurances (F/H) - Dpt 58 Nièvre,0,0,
AXA,France,EU,no,Souscripteur construction grands comptes F/H,0,0,
AXA,France,EU,no,Conseiller Commercial (F/H) - CDI - Lons le saunier (39),0,0,
AXA,France,EU,no,AXA Health Business - Comptable technique réassurance Expérimenté F/H,0,0,
AXA,France,EU,no,Mandataire d'Assurance (F/H) - Indépendant - Dpt 62 BETHUNE,0,0,
AXA,France,EU,no,Chargé d'études actuarielles CDD 9 mois F/H,1,1,databricks
AXA,France,EU,no,Agent spécialisé en Assurances Collectives (F/H) - Bourges,0,0,
AXA,France,EU,no,Conseiller Commercial (F/H) - CDI - Verdun,0,0,
AXA,France,EU,no,Agent Général d'Assurance (F/H) - Indépendant - Dpt 02 AISNE,0,0,
AXA,France,EU,no,Collaborateur Projet - Fiabilisation des données CTA (F/H) - alternance,0,0,
AXA,France,EU,no,Conseiller Commercial (F/H) - Flers,0,0,
AXA,France,EU,no,Agent Général d'Assurance (F/H) - Indépendant - Dpt 62 BOULOGNE SUR MER,0,0,
AXA,France,EU,no,AXA Health Business- Comptable Général Assurance F/H,0,0,
AXA,France,EU,no,Chargé de communication RH (F/H) - stage,0,0,
AXA,France,EU,no,Conseiller Commercial (F/H) - Fécamp,0,0,
AXA,France,EU,no,Agent spécialisé en Assurances Collectives (F/H) - Dpt 41,0,0,
AXA,France,EU,no,Mandataire d'Assurance (F/H) - Indépendant - Dpt 02 ST QUENTIN,0,0,
AXA,France,EU,no,Agent Général d'Assurance (F/H) - Indépendant -57- Axe Château-Salins/Phalsbourg,0,0,
AXA,France,EU,no,MANAGER COMMERCIAL (F/H) - CDI - Dpt 64,0,0,
AXA,France,EU,no,Responsable Commercial (F/H) - Rouen,0,0,
AXA,France,EU,no,Conseiller Commercial (F/H) - CDI - Pontarlier (25),0,0,
AXA,France,EU,no,Conseiller Commercial (F/H) - CQP 7 mois- Ile d'Yeu,0,0,
AXA,France,EU,no,Agent Général d'Assurance (F/H)  Dpt 12   -  SUD AVEYRON,0,0,
AXA,France,EU,no,Conseiller Commercial (F/H) - CDI - Chaumont,0,0,
AXA,France,EU,no,Conseiller Commercial (F/H) - CQP 7 mois- Dpt 73,0,0,
AXA,France,EU,no,Conseiller Commercial (F/H) - CDI - Dpt 59 Valenciennes,0,0,
AXA,France,EU,no,Chef de Projet Data F/H - CDD,3,2,automate; supervision
AXA,France,EU,no,Conseiller Commercial (F/H) - CDI - Dpt 88,0,0,
AXA,France,EU,no,Conseiller Commercial (F/H) - CDI - Dpt 62 Béthune,0,0,
AXA,France,EU,no,Mandataire d'Assurance (F/H) - Indépendant - Dpt 59 LILLE,0,0,
AXA,France,EU,no,Agent Général d'Assurance (F/H) - Indépendant - Dpt 59/62 Côte d'Opale,0,0,
AXA,France,EU,no,Conseiller Commercial (F/H) - CDI - Héricourt (70),0,0,
AXA,France,EU,no,Conseiller Commercial (F/H) - CDI - Dpt 92,0,0,
AXA,France,EU,no,Architecte Solutions F/H,2,2,ia; use case
AXA,France,EU,no,Mandataire d'Assurance (F/H) - Indépendant - Dpt 62 LENS,0,0,
AXA,France,EU,no,Conseiller Commercial (F/H) - CDI - Dpt 39,0,0,
AXA,France,EU,no,Actuaire Terme Auto/Moto,0,0,
AXA,France,EU,no,Agent Général d'Assurance (F/H) - Indépendant - Dpt 02 FLAVY LE MARTEL,0,0,
AXA,France,EU,no,Rédacteur souscripteur dommages aux biens F/H,0,0,
AXA,France,EU,no,Conseiller Commercial (F/H) - CQP 7 mois - Rouen,0,0,
AXA,France,EU,no,Agent Général d'Assurance (F/H) - Indépendant - Dpt 62 ARRAS,0,0,
AXA,France,EU,no,Conseiller Commercial (F/H) - CDI - Montbéliard (25),0,0,
AXA,France,EU,no,Assistant chef de  produit Assurance Inclusive (F/H) - alternance,0,0,
AXA,France,EU,no,Conseiller Commercial (F/H) - CDI - Dpt 62 Lens,0,0,
AXA,France,EU,no,Agent Général d'Assurance (F/H) - Indépendant - Dpt 59 LILLE,0,0,
AXA,France,EU,no,Conseiller Commercial (F/H) - CDI - Dpt 59 Lille,0,0,
AXA,France,EU,no,Conseiller Commercial (F/H) - CDI - Saint-Dié-des-Vosges,0,0,
AXA,France,EU,no,Mandataire d'Assurance (F/H) - Indépendant - Dpt 59 CAMBRAI,0,0,
AXA,France,EU,no,Mandataire d'Assurance (F/H) - Indépendant - Dpt 62 ARRAS,0,0,
AXA,France,EU,no,Souscripteur IARD H/F CDD,0,0,
AXA,France,EU,no,Agent Général d'Assurance (F/H) - Indépendant - Dpt 59 NORD,0,0,
AXA,France,EU,no,Chef de projet LCB-FT - CDD 6 mois (F/H),0,0,
AXA,France,EU,no,Conseiller Commercial (F/H) - CDI - Dpt 62 Calais,0,0,
AXA,France,EU,no,Conseiller Commercial (F/H) - CDI - Dpt 59 Maubeuge,0,0,
AXA,France,EU,no,Mandataire d'Assurance (F/H) - Indépendant - Dpt 59 DOUAI,0,0,
AXA,France,EU,no,Agent Général d'Assurance (F/H) - Indépendant - Dpt 59 CAMBRAI,0,0,
AXA,France,EU,no,Conseiller Commercial (F/H) - CDI - Dpt 62 Arras,0,0,
AXA,France,EU,no,Chef de projet Sensibilisation et Communication Cyber (F/H) - alternance,1,1,automatisation
AXA,France,EU,no,Conseiller Commercial (F/H) - CDI - Dpt 62 Boulogne/mer,0,0,
AXA,France,EU,no,Conseiller Commercial (F/H) - CDI - Calais,0,0,
Beazley,United Kingdom,UK,yes,Exposure Management Regulatory Reporting Lead,1,1,end-to-end
Beazley,United Kingdom,UK,yes,Senior Business Partner - BFL,2,1,explore
Beazley,United Kingdom,UK,yes,Partner Engagement Manager - London Wholesale,1,1,assessed
Beazley,France,EU,yes,Claims Technician,0,0,
Beazley,United Kingdom,UK,yes,Underwriter - International Specialty Programmes,4,4,evaluate; fairness; ml; supervise
Beazley,United Kingdom,UK,yes,Service Company Accountant,3,2,investigate; investigating
Beazley,United Kingdom,UK,yes,Underwriter – London Market Directors & Officers,3,3,evaluate; fairness; supervise
Beazley,United Kingdom,UK,yes,Assistant Pricing Actuary,1,1,model documentation
Beazley,United Kingdom,UK,yes,Strategic Finance Lead,3,3,assisting; integrated; testing
Beazley,United Kingdom,UK,yes,Risk Manager - Tech & Cyber Risk,2,2,autonomously; escalation
Beazley,United Kingdom,UK,yes,Wordings Specialist,0,0,
Beazley,United Kingdom,UK,yes,Catastrophe Risk Data Automation & Reporting Developer,14,8,auditability; automate; automated; automation; data governance; integrated; testing; upskilling
Beazley,United Kingdom,UK,yes,Lead Capital Actuary,3,2,model governance; model validation
Beazley,United Kingdom,UK,yes,Claims Manager - International Financial Lines,5,4,assessing; end-to-end; escalation; evaluate
Beazley,United Kingdom,UK,yes,Senior Exposure Analyst - Cyber & Liability,2,2,automation; upskilling
Beazley,United Kingdom,UK,yes,Risk Analyst,1,1,assessment
Beazley,United Kingdom,UK,yes,Risk Manager - Fixed Term,3,2,assessment; explore
Beazley,United Kingdom,UK,yes,Focus Group Leader - International Miscellaneous Medical & Life Sciences,4,4,escalate; evaluate; fairness; supervise
Beazley,United Kingdom,UK,yes,Regulatory Reporting Accountant,1,1,end to end
Beazley,United Kingdom,UK,yes,Underwriter - Marine Subsea,3,3,evaluate; fairness; supervise
Beazley,United Kingdom,UK,yes,Pricing Actuary,3,2,explore; model documentation
Beazley,Germany,EU,yes,Underwriter - M&A,5,4,assess; evaluate; evaluating; fairness
Beazley,United Kingdom,UK,yes,Pricing Actuary,3,2,explore; model documentation
Beazley,United Kingdom,UK,yes,Underwriter - International Specialties Programmes,3,3,evaluate; fairness; supervise
Bolttech,Portugal,EU,yes,Senior Commercial Product Manager,5,5,ai; api; end to end; rpa; testing
Bolttech,Portugal,EU,yes,Senior Commercial Product Manager,5,5,ai; api; end to end; rpa; testing
Coface,Belgium,EU,no,Business Development Manager,0,0,
Coface,Belgium,EU,no,Broker Sales Representative,0,0,
Coface,Belgium,EU,yes,Direct Sales and Partnership Manager,1,1,expand
Coface,germany,EU,no,Regionalmanager (m|w|d) Sales im Bereich Business Information,0,0,
Coface,France,EU,yes,Transversal TechLead — Coface Business Information,34,18,agentic; agentic ai; ai; api; apis; data pipelines; evaluate; event-driven; gdpr; integration; ipaas; kafka; microservices; ml; observability; orchestration; rules engine; scaling
Coface,France,EU,no,Product Owner / API Developer Experience Tools,19,2,api; apis
Coface,France,EU,no,ARBITRE / ANALYSTE CREDIT (H/F),0,0,
Coface,France,EU,no,Sales Development Representative,0,0,
Coface,France,EU,no,Stagiaire Data Analyst Direction Commerciale (H/F),3,3,automatisation; exploration; intelligence artificielle
Coface,France,EU,no,Alternance - Chef de projet junior - conduite du changement (H/F),1,1,change management
Coface,France,EU,no,Stage - Solutions Engineer (H/F),0,0,
Coface,France,EU,no,Account Manager courtage,0,0,
Coface,France,EU,no,Stage Chargé de Marketing et Communication (H/F),0,0,
Coface,Bratislava,EU,no,Pošlite nám svoj životopis,0,0,
Coface,netherlands,EU,yes,Mid-Market / New Business Sales Executive,3,2,assessment; expand
Coface,netherlands,EU,no,Account Manager Mid Market,0,0,
Coface,netherlands,EU,no,Inside Sales Officer,0,0,
Coface,brussels,EU,yes,Senior Account Manager CGS (Coface Global Solutions),0,0,
Coface,romania,EU,yes,API Solutions Engineer with German & English,15,10,api; apis; assisting; end-to-end; escalate; integration; investigate; poc; proof of concept; testing
Coface,romania,EU,yes,Internship - Accountant with French (6 months),0,0,
Coface,romania,EU,yes,GL Accountant with French -  French/Swiss GAAP,0,0,
Coface,romania,EU,yes,Client Support with French & English - Internship,1,1,api
Coface,romania,EU,yes,Data Integration Specialist,16,9,apis; assessing; end-to-end; escalate; gdpr; integrated; integration; investigate; testing
Coface,romania,EU,yes,Sales Manager Mid Market - Business Information Services,3,3,end-to-end; evaluating; expanding
Coface,romania,EU,yes,Sales Manager New Business - Trade Credit Insurance,1,1,end-to-end
Coface,romania,EU,yes,New Business Sales Large Account Representative (Financial Services),1,1,end-to-end
Coface,romania,EU,yes,Stream Lead Java,12,7,apis; continuous learning; event-driven; kafka; microservice; microservices; observability
Coface,denmark,EU,yes,Student Helper Marketing,0,0,
Coface,germany,EU,no,Sales Manager (m|w|d) Direktgesch√§ft in der Region Sachsen,0,0,
Coface,slovenia,EU,no,Strokovni sodelavec za kadrovske zadeve (m/ž),7,1,ki
Coface,slovenia,EU,yes,Send us your CV,1,1,expand
Coface,England,UK,yes,"Enterprise Sales Manager, BI UK",2,2,expanding; expansion
Coface,England,UK,yes,Senior BDM- BI,2,2,autonomous; expansion
Coface,England,UK,yes,"SME Account Manager Team Leader, Mid-Market",4,3,escalation; expansion; supervising
Coface,England,UK,yes,Sales Manager - Financial Institutions (FI),2,2,expanding; expansion
Coface,England,UK,yes,Sales Manager - Corporate Global Solution,2,2,expansion; explore
Coface,spain,EU,yes,Commercial & Operations Support Graduate (Intership),2,2,assessed; continuous learning
Coface,spain,EU,yes,Group Lead Generation Operations Manager,9,3,ai; ai assistants; assists
Coface,spain,EU,yes,Regional Data Strategy Manager,8,6,assessment; change management; evaluation; exploring; testing; use cases
Coface,germany,EU,no,(Senior) Sales Manager Single Risk & Surety (m|w|d) in Mainz,0,0,
Coface,germany,EU,no,Collector/ B2B Collections/ Forderungsmanagement (m|w|d) in Mainz,0,0,
Coface,germany,EU,no,Intensive Care & Client Liquidation Specialist (m|w|d),0,0,
Coface,germany,EU,no,(Senior) Underwriter Factoring (m|w|d) in Mainz,1,1,integration
Coface,germany,EU,no,Account Manager (m|w|d) Surety New Business,0,0,
Coface,germany,EU,no,Senior Client Relationship Manager Factoring (m|w|d) in Mainz,0,0,
Coface,germany,EU,no,Initiativbewerbungen bei Coface in Mainz,0,0,
Coface,germany,EU,yes,VIE - Commercial Underwriter - GERMANY,1,1,assess
Coface,france,EU,no,Responsable Commercial Direct Sud Est,0,0,
Coface,germany,EU,no,Enterprise Sales Manager (m|w|d) in München,0,0,
Coface,france,EU,no,Responsable Commercial Direct Rennes,0,0,
Coface,czechia,EU,yes,Business Development Officer - NY,0,0,
Coface,czechia,EU,no,B2B Telemarketing Specialista/ka | Domlouvání schůzek | Bez prodeje,0,0,
Coface,czechia,EU,no,Lead Generation Specialist/ka,5,2,ai; automatizace
Coface,czechia,EU,no,Sales Manager/ka – Business Information - Large Accounts,0,0,
Coface,czechia,EU,no,Pošlete nám svůj životopis,0,0,
Coface,bulgaria,EU,yes,New Business Sales Manager - Trade Credit Insurance,0,0,
Coface,bulgaria,EU,yes,New Business Sales Manager - Business Information Services,3,3,end-to-end; evaluating; expanding
Coface,bulgaria,EU,yes,Senior Account Manager - Business Information Services,0,0,
Coface,bulgaria,EU,yes,Telemarketing Specialist - Business Information,0,0,
Coface,bulgaria,EU,yes,Junior Sales Manager- New Business Financial Services,0,0,
Coface,bulgaria,EU,yes,Sales Manager New Business - Trade Credit Insurance,0,0,
Coface,bulgaria,EU,yes,Senior Sales Manager - Business Information,1,1,end-to-end
Coface,bulgaria,EU,yes,Business Development Manager  - Trade Credit Insurance,0,0,
Coface,sweden,EU,yes,Nordic Sales Manager Coface Global Solutions,1,1,expanding
Coface,lithuania,EU,yes,Account Manager Mid Market - Trade Credit Insurance,2,2,expanding; upskilling
Coface,lithuania,EU,no,Telemarketing Manager (B2B) - Lithuania,0,0,
Coface,lithuania,EU,yes,Telemarketing Manager (B2B) - Latvia,1,1,expanding
Coface,poland,EU,yes,VIE – Associate economist - Poland,0,0,
Coface,poland,EU,no,Stażysta / Stażystka w Dziale Odszkodowań,1,1,ki
Coface,poland,EU,no,Account Manager,1,1,ki
Coface,poland,EU,no,Stażysta / Stażystka w Dziale Commercial Back Office,1,1,ki
Coface,poland,EU,no,Ksiƒôgowa / Ksiƒôgowy,2,1,ki
Coface,poland,EU,yes,Chief Operating Officer (COO) Central & Eastern Europe Region,7,2,ai; automation
Coface,poland,EU,no,Zostaw nam swoje CV,1,1,ki
Coface,poland,EU,no,Analityczka/ Analityk EIC,1,1,ki
Coface,poland,EU,no,Specjalista / Specjalistka ds. Marketingu,3,2,automation; ki
Coface,poland,EU,no,Doradca / Doradczyni Klienta Biznesowego - Informacja Biznesowa,2,1,ki
Coface,austria,EU,no,Initiativbewerbungen,0,0,
Coface,croatia,EU,yes,Direct Sales Representative (m/f),0,0,
Coface,croatia,EU,no,Prodajni savjetnik (B2B) (m/ž),0,0,
Coface,croatia,EU,yes,Account Manager (m/f),2,2,continuous learning; evaluation
Coface,croatia,EU,no,Voditelj odnosa s klijentima (m/ž),0,0,
Coface,Switzerland,EU,yes,Sales Executive,0,0,
Generali,Italy,EU,no,"Stage - Digital Communication, Social Media & ADV",5,3,ai; claude; copilot
Generali,Italy,EU,yes,AI Engineer,30,22,ai; algorithms; artificial intelligence; automation; automation solutions; claude; computer vision; continuous learning; data scientist; end-to-end; evaluating; evaluation; fairness; langchain; llamaindex; machine learning; mistral; ml; ml engineer; nlp; prompt engineering; transparency
Generali,Italy,EU,yes,Delegated Powers Specialist,6,4,continuous learning; evaluate; fairness; transparency
Generali,Italy,EU,no,Stage Operations – Customer Onboarding,0,0,
Generali,Italy,EU,yes,Labour Relations Intern,3,3,continuous learning; fairness; transparency
Generali,Italy,EU,no,Junior Data Engineer,6,4,ai; automazione; data engineer; integration
Generali,Italy,EU,yes,Junior Innovation & Data Analytics Specialist - Maternity Cover,8,4,ai; continuous learning; fairness; transparency
Generali,Italy,EU,yes,Senior Middleware and Application Server Administrator,9,7,automation; autonomously; change management; continuous learning; fairness; middleware; transparency
Generali,Italy,EU,yes,Data Engineer & AI Platforms Associate,47,17,ai; ai enablement; ai observability; assessing; continuous learning; data engineer; data governance; data pipelines; data scientists; experimentation; fairness; generative ai; ml; observability; orchestration; transparency; use cases
Generali,Italy,EU,yes,Data Engineer & AI Platforms Senior Associate,47,17,ai; ai enablement; ai observability; assessing; continuous learning; data engineer; data governance; data pipelines; data scientists; experimentation; fairness; generative ai; ml; observability; orchestration; transparency; use cases
Generali,Italy,EU,yes,P&C Reinsurance Underwriter,7,6,continuous learning; evaluate; evaluating; evaluation; fairness; transparency
Generali,Italy,EU,yes,Security Governance specialist,14,9,ai; artificial intelligence; assess; continuous learning; data governance; end-to-end; fairness; model risk; transparency
Generali,Italy,EU,yes,Mainframe Security & IAM Architect,6,4,continuous learning; fairness; integration; transparency
Generali,Italy,EU,yes,Operation Optimization Specialist,5,4,continuous learning; evaluate; fairness; transparency
Generali,Italy,EU,yes,Actuarial Analyst Intern,4,4,continuous learning; fairness; supervising; transparency
Generali,Italy,EU,yes,Service Asset Configuration Manager,8,6,across the enterprise; automated; continuous learning; fairness; integrations; transparency
Generali,Italy,EU,yes,Sustainability Governance & Reporting Intern,4,4,ai; continuous learning; fairness; transparency
Generali,Italy,EU,no,Internship - Media Relations & Content Management,2,1,ai
Generali,Italy,EU,yes,Quantitative Asset Allocation Specialist,5,5,continuous learning; evaluate; fairness; predictive models; transparency
Generali,Italy,EU,no,Operating Model Transformation Specialist,0,0,
Generali,Italy,EU,yes,Data Engineer – AI & Data Products,25,16,ai; ai engineers; apis; at scale; continuous learning; data governance; data pipelines; data scientists; fairness; genai; ml; mlops; observability; sagemaker; transparency; use cases
Generali,Italy,EU,no,Stage - Junior Business Analyst,1,1,intelligenza artificiale
Generali,Italy,EU,yes,Extracurricular Internship Insurance Mergers & Acquisitions,0,0,
Generali,Italy,EU,yes,Business Strategy Internship,2,2,assessing; supervising
Generali,Italy,EU,yes,Group Talent Management Internship,0,0,
Generali,Italy,EU,no,Claims Handler - Area Property & Engineering,0,0,
Generali,Italy,EU,yes,Insights Factory - Data Analyst (Maternity Cover),25,13,ai; ai agents; apis; at scale; automate; automation; continuous learning; data engineers; data governance; data pipelines; data scientists; genai; integration
Generali,Italy,EU,no,Senior Technical Operations Engineer,4,3,ai; automazione; intelligenza artificiale
Generali,Italy,EU,no,IT Vulnerability Specialist,8,5,ai; assessment; automazione; change management; end-to-end
Generali,Italy,EU,yes,Group Actuarial Function Coordination - Analyst Intern,3,3,ai; automated; prompt engineering
Generali,Italy,EU,yes,Controller & Accountant Intern,10,5,ai; assisting; automation; copilot; microsoft copilot
Generali,Italy,EU,no,Actuary Risk Manager - Internal Model Validation,1,1,ai
Generali,Italy,EU,no,AI Engineer Professional,37,20,ai; ai agent; ai engineer; api; azure openai; data engineer; deep learning; end-to-end; genai; generative ai; langchain; large language models; llamaindex; machine learning; ml; mlops; multi-agent; openai; prompt engineering; use case
Generali,Italy,EU,no,Junior Property Underwriter,2,1,ai
Generali,Italy,EU,yes,Intelligent Automation Analyst - Internship,13,6,automation; copilot; experimenting; low-code; rpa; testing
Generali,Italy,EU,no,Comunicazione ed Eventi - Intern,0,0,
Generali,Italy,EU,no,Commercial support | Temporary Contract,2,1,ai
Generali,Italy,EU,yes,Cyber Underwriter,0,0,
Generali,Italy,EU,no,AI Agent System Engineer,42,14,ai; ai agent; artificial intelligence; claude; copilot; data scientist; github copilot; langchain; langgraph; machine learning; machine learning engineer; microsoft copilot; ml; multi-agent
Generali,Italy,EU,no,Junior Underwriter - Financial Institutions (Liability),0,0,
Generali,Italy,EU,no,Junior Underwriter – Financial Institutions,0,0,
Generali,Italy,EU,no,Claims Handler - Area Casualty Network,1,1,ai
Generali,Italy,EU,yes,Asset Manager Analyst,0,0,
Generali,Italy,EU,yes,Senior Oracle Database Administrator,3,3,continuous learning; end-to-end; escalations
Generali,Italy,EU,yes,Lead AI Validation & Governance (GenAI & ML),67,27,agentic; agentic ai; ai; ai act; ai governance; apis; artificial intelligence; assess; automation; continuous learning; data engineer; data scientist; data scientists; eu ai act; explainability; explainability tools; fairness; genai; generative ai; machine learning; ml; model risk; model risk management; model validation; responsible ai; scaling; testing
Generali,Italy,EU,yes,IT Specialist | Systems Administrator,2,2,continuous learning; supervision
Generali,Italy,EU,no,Stage Supporto Business – Sales Management,1,1,ai
Generali,Italy,EU,no,Country Sustainability & Social Responsibility Internship,0,0,
Generali,Italy,EU,no,Tirocinio Actuarial Calculation & Reserving,0,0,
Generali,Italy,EU,no,Stage Digital Learning - Human Resources,6,4,copilot; gemini; genai; macro
Generali,Italy,EU,no,Stage Faculty & Mandatory Training - Learning - Human Resources,1,1,macro
Generali,Italy,EU,no,Data Engineer Intern – Microsoft Fabric,2,1,ai
Generali,Italy,EU,yes,Research Assistant Analyst Intern,2,2,data pipelines; integration
Generali,Italy,EU,yes,Investment Analyst,1,1,evaluation
Generali,Italy,EU,yes,Business PMO Intern,0,0,
Generali,Italy,EU,yes,Learning Innovation Intern,12,6,ai; artificial intelligence; copilot; experimenting; genai; generative ai
Generali,Italy,EU,no,Health & Welfare Service and Marketing - Intern,2,2,ai; generative ai
Generali,Italy,EU,yes,Business Development & Product Data Analyst,3,3,ai; middleware; testing
Generali,Italy,EU,no,Business Operations - Stage,8,5,ai; automation; change management; copilot; gen-ai
Generali,Italy,EU,no,Stage Engagement - Human Resources,3,2,ai; digital skills
Generali,Italy,EU,yes,Data & AI Project Manager Internship,6,4,data governance; data pipelines; end-to-end; integration
Generali,Italy,EU,yes,Financial Reporting Analyst,0,0,
Generali,Luxembourg,EU,yes,Operational Risk Manager,8,5,assess; assessment; escalate; escalation; evaluate
Generali,Italy,EU,yes,Junior Risk Engineer – Risk Engineering & Loss Prevention,2,2,assessment; evaluate
Generali,Italy,EU,no,Junior Data Engineer & AI Analyst - GC&CI,8,5,ai; data pipeline; intelligenza artificiale; machine learning; use case
Generali,Italy,EU,no,Data Engineer & AI Specialist - GC&CI,11,5,ai; ai governance; data governance; machine learning; use case
